AnonRef,Gender, Standard TV , Increase offered , Total Enhanced TV Offer ,Enhancement %, Age at offer ,NUTS3, TP Liability , Buyout Liability , Accounting Liability , Retirement Quote ,Month of Offer,B.6g Gross Disposable Income,Acceptances Received
ANON3191,M,136395,13640,150035,10,38.33,UKH15,240313,359436,165064,5929,May,15890.23828,N
ANON3192,F,27667,8300,35967,30,54.83,UKM38,40594,49819,31577,991,May,16095.20703,N
ANON3193,M,482801,144840,627641,30,58.83,UKK13,666062,765287,540365,15576,May,18606.27734,Y
ANON3195,F,51084,15325,66409,30,60.33,UKM25,66252,71267,56067,1621,May,19768.77734,N
ANON3196,M,675719,198681,874400,29,61.42,UKM38,876362,942698,741628,21439,May,16095.20703,Y
ANON3197,F,107680,10768,118448,10,43,UKJ25,178540,250020,127796,4472,May,24442.50781,N
ANON3198,M,45373,13612,58985,30,61.5,UKM28,58846,63300,49799,1440,May,15234.23828,N
ANON3199,M,14004,1400,15404,10,44.58,UKM33,23220,32516,16620,582,May,14867.0625,N
ANON3200,F,53586,14314,67900,27,51.5,UKH36,78624,96491,61159,1919,May,19014.05859,N
ANON3201,M,56140,16842,72982,30,51.83,UKM38,82372,101090,64074,2010,May,16095.20703,N
ANON3202,F,261083,29017,290100,11,44.5,UKM31,432892,606202,309857,10843,May,17751.28516,N
ANON3203,F,127669,37431,165100,29,60.75,UKM38,165578,178111,140122,4051,May,16095.20703,Y
ANON3204,,25627,2563,28190,10,45.33,UKH15,39977,52409,29826,1017,May,15890.23828,N
ANON3205,M,34942,5058,40000,14,44.08,UKH12,57936,81131,41470,1451,May,18526.5625,N
ANON3206,F,80945,12855,93800,16,45.25,UKH15,126271,165538,94209,3213,May,15890.23828,N
ANON3207,F,34246,10274,44520,30,61.17,UKM25,44415,47777,37586,1087,May,19768.77734,N
ANON3208,M,40266,5834,46100,14,43.5,UKM36,66764,93493,47788,1672,May,14616.55078,N
ANON3209,F,84593,8459,93052,10,42.17,UKJ25,140261,196414,100396,3513,May,24442.50781,N
ANON3210,M,62669,10131,72800,16,60.33,UKM28,81277,87430,68782,1988,May,15234.23828,N
ANON3212,F,75077,20323,95400,27,48.42,UKM28,117117,153538,87379,2980,May,15234.23828,N
ANON3213,M,302381,69019,371400,23,48,UKH15,471703,618391,351929,12002,May,15890.23828,N
ANON3214,M,166920,40280,207200,24,47.42,UKM37,260389,341364,194271,6625,May,17301.26563,Y
ANON3215,F,96896,24704,121600,25,48.17,UKM37,151154,198159,112773,3846,May,17301.26563,Y
ANON3216,F,18472,2928,21400,16,45.08,UKM38,28816,37777,21499,733,May,16095.20703,N
ANON3217,M,89133,26740,115873,30,50.08,UKH34,130781,160499,101729,3191,May,18784.33594,N
ANON3218,M,90641,21159,111800,23,62.67,UKH15,117555,126454,99482,2876,May,15890.23828,N
ANON3219,M,136065,39935,176000,29,62.5,UKJ37,176467,189825,149337,4317,May,19265.12109,N
ANON3220,F,50311,14689,65000,29,50.5,UKH15,73819,90594,57421,1801,May,15890.23828,N
ANON3221,M,107515,32255,139770,30,51.42,UKH15,157752,193599,122709,3849,February ,15890.23828,N
ANON3222,F,31696,3170,34866,10,40.08,UKM31,52554,73594,37617,1316,May,17751.28516,N
ANON3223,M,26819,2981,29800,11,53.83,UKM22,39350,48292,30609,960,May,15506.49609,N
ANON3224,M,75837,20063,95900,26,49.25,UKH15,118303,155092,88264,3010,May,15890.23828,N
ANON3225,F,102226,28374,130600,28,50.17,UKM38,149991,184075,116673,3660,May,16095.20703,N
ANON3226,M,110386,33116,143502,30,61.42,UKJ12,143163,154000,121153,3502,May,17520.96875,N
ANON3227,M,180559,46841,227400,26,48.75,UKH15,281665,369256,210145,7167,May,15890.23828,N
ANON3228,M,315380,91020,406400,29,49.67,UKK23,491981,644975,367058,12518,May,17739.29688,N
ANON3229,M,94754,24746,119500,26,48.92,UKH15,147813,193779,110280,3761,May,15890.23828,N
ANON3230,F,25163,2516,27679,10,46.08,UKI61,39253,51460,29286,999,May,21625.86328,N
ANON3231,F,34941,10482,45423,30,52.5,UKH15,51267,62917,39879,1251,May,15890.23828,N
ANON3232,F,16116,3184,19300,20,47.33,UKM28,25140,32958,18757,640,May,15234.23828,N
ANON3233,M,52813,15844,68657,30,53.67,UKH15,77490,95099,60277,1891,May,15890.23828,N
ANON3234,F,89677,18223,107900,20,46.5,UKM31,139893,183396,104371,3559,May,17751.28516,N
ANON3235,M,74813,7481,82294,10,36.75,UKH15,131812,197152,90538,3252,May,15890.23828,N
ANON3236,M,310818,84682,395500,27,61.75,UKM38,403110,433623,341135,9862,May,16095.20703,Y
ANON3237,M,64840,18660,83500,29,62.92,UKM38,84093,90459,71164,2057,May,16095.20703,N
ANON3238,F,53202,10698,63900,20,46.33,UKM34,82993,108802,61920,2112,May,14593.86719,N
ANON3239,M,62709,18813,81522,30,53.83,UKM28,92010,112918,71571,2245,May,15234.23828,N
ANON3240,F,56625,13675,70300,24,48.25,UKH15,88333,115802,65904,2248,May,15890.23828,N
ANON3241,M,94510,28353,122863,30,63.92,UKH15,122573,131851,103728,2999,May,15890.23828,N
ANON3242,M,149783,44935,194718,30,53.25,UKH15,219769,269710,170950,5363,May,15890.23828,Y
ANON3243,M,164333,49300,213633,30,54.08,UKH15,241118,295909,187557,5884,May,15890.23828,Y
ANON3244,M,78738,13162,91900,17,63.58,UKI62,102118,109848,86418,2498,May,20872.23047,N
ANON3245,M,82976,8298,91274,10,39.42,UKK13,146194,218663,100417,3607,May,18606.27734,N
ANON3246,M,12953,3886,16839,30,51.17,UKM26,19005,23324,14784,464,May,15572.55469,N
ANON3247,M,17791,5337,23128,30,64.17,UKM28,23074,24820,19526,564,May,15234.23828,N
ANON3248,M,229764,50336,280100,22,48.42,UKH15,358423,469884,267413,9120,May,15890.23828,N
ANON3249,M,26950,8085,35035,30,51,UKM34,39542,48528,30759,965,May,14593.86719,N
ANON3250,M,53623,16087,69710,30,51.08,UKH15,78678,96557,61201,1920,May,15890.23828,N
ANON3251,M,32452,4848,37300,15,44.42,UKH15,53808,75350,38515,1348,May,15890.23828,N
ANON3252,M,62806,6594,69400,10,42.33,UKH15,104136,145828,74539,2608,May,15890.23828,N
ANON3253,M,46167,13850,60017,30,50.33,UKK13,67739,83132,52691,1653,May,18606.27734,N
ANON3254,M,445674,131626,577300,30,51.58,UKH15,653916,802512,508657,15956,May,15890.23828,N
ANON3255,,104867,31460,136327,30,63.92,UKH15,136005,146300,115096,3327,May,15890.23828,N
ANON3256,F,31944,9583,41527,30,52.83,UKM22,46870,57521,36458,1144,May,15506.49609,N
ANON3257,M,117601,35280,152881,30,50.25,UKM25,172550,211761,134220,4210,May,19768.77734,N
ANON3258,M,118709,17591,136300,15,45.25,UKH15,185182,242769,138161,4712,May,15890.23828,N
ANON3259,F,52842,15853,68695,30,52,UKM24,77533,95151,60310,1892,May,17445.37891,N
ANON3260,M,16167,1617,17784,10,40.92,UKH15,26806,37538,19187,671,May,15890.23828,N
ANON3261,M,62726,18818,81544,30,56.17,UKM34,86535,99427,70205,2024,May,14593.86719,N
ANON3262,M,188233,56470,244703,30,56.08,UKH15,259682,298368,210676,6073,May,15890.23828,N
ANON3263,F,70880,21264,92144,30,61.58,UKJ25,91927,98885,77794,2249,May,24442.50781,N
ANON3264,M,66640,19992,86632,30,49.58,UKM24,103956,136284,77560,2645,May,17445.37891,N
ANON3265,M,114923,27577,142500,24,49.33,UKH15,179276,235026,133754,4561,May,15890.23828,N
ANON3266,F,81030,24309,105339,30,58.5,UKM28,111787,128441,90691,2614,May,15234.23828,N
ANON3267,F,120319,20281,140600,17,56,UKH15,165989,190718,134665,3882,May,15890.23828,N
ANON3268,M,179411,53823,233234,30,61.83,UKH24,232684,250297,196911,5692,May,17512.24609,Y
ANON3269,M,85725,25718,111443,30,52,UKH15,125780,154362,97840,3069,May,15890.23828,N
ANON3270,F,19137,5163,24300,27,61.5,UKJ13,24819,26698,21004,607,May,23229.64844,N
ANON3271,M,228377,51323,279700,22,47.33,UKH15,356260,467048,265799,9065,May,15890.23828,N
ANON3272,M,72284,21685,93969,30,47.25,UKM28,112760,147826,84128,2869,May,15234.23828,N
ANON3273,F,48982,11518,60500,24,48.17,UKM36,76410,100172,57008,1944,May,14616.55078,N
ANON3274,M,218915,65675,284590,30,55,UKH15,302010,347002,245016,7062,May,15890.23828,N
ANON3275,F,232779,69834,302613,30,59.25,UKF11,321137,368978,260533,7510,May,13529.25391,N
ANON3276,M,19837,1984,21821,10,41.33,UKH15,32891,46059,23543,824,February ,15890.23828,N
ANON3277,M,84619,20581,105200,24,46.67,UKH15,132002,173052,98485,3359,May,15890.23828,N
ANON3278,M,57995,17399,75394,30,52.83,UKH15,85093,104430,66191,2076,May,15890.23828,Y
ANON3279,M,26312,7894,34206,30,65,UKH34,32080,32310,28318,871,May,18784.33594,Y
ANON3280,M,178118,53435,231553,30,56.5,UKH15,245728,282335,199355,5746,May,15890.23828,N
ANON3281,F,211601,53799,265400,25,61.08,UKH15,274432,295205,232240,6714,May,15890.23828,N
ANON3282,M,540403,147997,688400,27,60.67,UKJ12,700866,753918,593113,17146,May,17520.96875,N
ANON3283,M,97086,29126,126212,30,53.5,UKL21,142450,174820,110806,3476,May,15993.11719,Y
ANON3284,M,287889,86367,374256,30,57.08,UKH15,397165,456333,322214,9288,May,15890.23828,Y
ANON3285,M,90802,13798,104600,15,60.5,UKK11,117764,126678,99659,2881,May,16212.61719,N
ANON3286,F,72408,7241,79649,10,46.42,UKM34,112954,148080,84273,2874,May,14593.86719,N
ANON3287,F,40432,4968,45400,12,61.58,UKM38,52438,56407,44376,1283,May,16095.20703,N
ANON3288,F,21061,6318,27379,30,44.58,UKM22,34920,48901,24996,875,May,15506.49609,N
ANON3289,M,24185,2419,26604,10,46.5,UKM36,37728,49460,28148,960,May,14616.55078,N
ANON3290,M,47999,14400,62399,30,64.42,UKM35,62251,66964,52681,1523,May,17252.75,N
ANON3291,M,72849,7285,80134,10,46.25,UKK22,113642,148982,84786,2891,May,18758.94922,N
ANON3292,M,65096,19004,84100,29,48.08,UKF16,101547,133126,75763,2584,May,17239.02734,N
ANON3293,M,31047,3105,34152,10,47.58,UKH15,48432,63493,36134,1232,May,15890.23828,N
ANON3294,M,120030,36009,156039,30,64.67,UKJ27,155671,167454,131738,3808,May,19948.34766,N
ANON3295,M,46824,4682,51506,10,44.58,UKH15,77637,108720,55571,1945,May,15890.23828,N
ANON3296,M,39851,9849,49700,25,46.92,UKM34,62166,81498,46381,1582,May,14593.86719,Y
ANON3297,F,14546,4364,18910,30,61.25,UKM35,18865,20293,15965,462,May,17252.75,N
ANON3298,M,48255,14477,62732,30,53.33,UKJ27,70802,86891,55074,1728,May,19948.34766,N
ANON3299,F,202987,60896,263883,30,55.33,UKJ36,280036,321755,227189,6549,May,20162.10938,N
ANON3300,F,117904,28696,146600,24,50.83,UKJ37,172995,212306,134566,4221,May,19265.12109,N
ANON3301,M,100521,20679,121200,21,63,UKH15,130369,140237,110326,3189,May,15890.23828,Y
ANON3302,M,164225,49268,213493,30,49.83,UKM25,256185,335852,191135,6518,May,19768.77734,N
ANON3303,M,69627,20888,90515,30,63.17,UKM38,90302,97137,76418,2209,May,16095.20703,N
ANON3304,M,250973,75292,326265,30,53.17,UKH15,368241,451920,286441,8986,May,15890.23828,N
ANON3305,M,44155,4416,48571,10,49.83,UKK13,68880,90300,51390,1753,May,18606.27734,N
ANON3306,M,123704,33196,156900,27,49.33,UKM35,192974,252984,143974,4910,May,17252.75,N
ANON3307,F,107702,31198,138900,29,62.33,UKM38,139682,150255,118207,3417,May,16095.20703,Y
ANON3308,M,161736,48521,210257,30,50.5,UKH15,237307,291233,184593,5791,May,15890.23828,N
ANON3309,M,104481,10448,114929,10,38.83,UKD63,184084,275334,126442,4542,May,17946.80469,N
ANON3310,M,186379,52221,238600,28,60.75,UKJ25,241721,260018,204558,5913,May,24442.50781,N
ANON3311,M,89701,19299,109000,22,57.83,UKJ27,123750,142185,100396,2894,May,19948.34766,Y
ANON3312,F,63624,19087,82711,30,51.67,UKM28,93352,114566,72615,2278,May,15234.23828,N
ANON3313,M,153806,32494,186300,21,46.67,UKH15,239932,314545,179009,6105,May,15890.23828,N
ANON3314,M,29330,3370,32700,11,52.75,UKH15,43034,52814,33475,1050,February ,15890.23828,N
ANON3315,M,64293,19288,83581,30,61.17,UKH15,83384,89695,70564,2040,May,15890.23828,N
ANON3316,M,73550,7355,80905,10,39.92,UKH15,129587,193823,89010,3197,May,15890.23828,N
ANON3317,M,38123,7977,46100,21,45.75,UKH15,59470,77964,44370,1513,May,15890.23828,N
ANON3318,M,55196,5520,60716,10,46.25,UKH15,86104,112880,64240,2191,May,15890.23828,N
ANON3319,M,46579,13974,60553,30,54.25,UKH15,68343,83873,53162,1668,May,15890.23828,N
ANON3320,F,24575,7373,31948,30,52.58,UKM34,36058,44251,28048,880,May,14593.86719,Y
ANON3321,M,54158,5416,59574,10,63.58,UKM38,70239,75556,59441,1718,May,16095.20703,Y
ANON3322,F,214722,31378,246100,15,44.92,UKH15,356023,498558,254835,8917,May,15890.23828,Y
ANON3323,M,11836,3064,14900,26,63.17,UKM34,15350,16512,12990,376,May,14593.86719,N
ANON3324,M,14751,4425,19176,30,59.58,UKM23,20350,23382,16510,476,May,18452.5,N
ANON3325,F,141093,42328,183421,30,53.67,UKH15,207019,254062,161032,5052,May,15890.23828,N
ANON3326,M,21769,5431,27200,25,61.58,UKH15,28233,30370,23892,691,May,15890.23828,Y
ANON3327,F,56738,10362,67100,18,45.33,UKM34,88509,116033,66035,2252,May,14593.86719,N
ANON3328,F,41228,9672,50900,23,61.08,UKH15,53470,57517,45249,1308,May,15890.23828,N
ANON3329,M,48612,5088,53700,10,53.25,UKF30,71326,87534,55482,1740,May,16324.19141,N
ANON3330,M,66191,19857,86048,30,53.67,UKM31,97119,119188,75545,2370,May,17751.28516,N
ANON3331,M,77145,12955,90100,17,44.42,UKK15,127911,179121,91557,3204,May,18604.89844,N
ANON3332,M,62005,13995,76000,23,48,UKH15,96725,126805,72165,2461,May,15890.23828,N
ANON3333,M,153522,45378,198900,30,50.42,UKK43,225255,276442,175218,5497,May,17349.98828,N
ANON3334,M,21901,5899,27800,27,48.67,UKJ12,34165,44789,25490,869,May,17520.96875,N
ANON3335,M,38016,9584,47600,25,48.75,UKK11,59304,77746,44245,1509,May,16212.61719,N
ANON3336,M,124222,37267,161489,30,49.33,UKF16,193782,254043,144577,4931,May,17239.02734,N
ANON3337,M,58678,16422,75100,28,48.83,UKM22,91535,120001,68293,2329,May,15506.49609,Y
ANON3338,F,13941,1394,15335,10,46,UKM37,21747,28510,16225,553,May,17301.26563,N
ANON3339,F,77785,23336,101121,30,54,UKM22,114130,140065,88778,2785,May,15506.49609,N
ANON3340,F,44400,13320,57720,30,64.5,UKM26,57584,61943,48731,1409,May,15572.55469,Y
ANON3341,M,31806,3181,34987,10,41.42,UKH15,52736,73850,37748,1321,May,15890.23828,Y
ANON3342,M,24424,6076,30500,25,46.42,UKM38,38101,49949,28426,969,May,16095.20703,N
ANON3343,M,76487,22946,99433,30,57.92,UKH15,105520,121239,85607,2468,May,15890.23828,Y
ANON3344,M,166306,49892,216198,30,61.42,UKJ37,215688,232014,182527,5277,May,19265.12109,Y
ANON3345,M,15563,1556,17119,10,45.25,UKH15,24278,31827,18113,618,May,15890.23828,N
ANON3346,M,74196,18104,92300,24,47.67,UKK11,115743,151736,86354,2945,May,16212.61719,N
ANON3347,M,77460,7746,85206,10,43.25,UKM38,128434,179853,91931,3217,May,16095.20703,N
ANON3348,M,125441,37632,163073,30,51.58,UKM24,184054,225878,143168,4491,May,17445.37891,Y
ANON3349,M,58448,17534,75982,30,55.25,UKH15,80634,92646,65417,1886,May,15890.23828,N
ANON3350,M,437992,131398,569390,30,53.5,UKK12,642644,788679,499889,15681,May,18320.59766,N
ANON3351,M,149221,42479,191700,28,62.58,UKJ21,193530,208179,163776,4734,May,18035.97656,N
ANON3352,F,7371,737,8108,10,43.5,UKM36,12222,17115,8748,306,May,14616.55078,N
ANON3353,M,21897,2190,24087,10,41.83,UKM26,36307,50842,25988,909,May,15572.55469,N
ANON3354,F,102077,30623,132700,30,56.42,UKH15,140823,161802,114248,3293,May,15890.23828,Y
ANON3355,F,34587,10376,44963,30,63.33,UKH15,44857,48252,37961,1097,May,15890.23828,Y
ANON3356,F,36308,6092,42400,17,45.33,UKM34,56639,74253,42257,1441,May,14593.86719,N
ANON3357,M,6188,812,7000,13,44.33,UKM38,10260,14368,7344,257,May,16095.20703,N
ANON3358,M,78290,23487,101777,30,56.08,UKM22,108007,124097,87625,2526,May,15506.49609,N
ANON3359,F,101258,30377,131635,30,55.33,UKH15,139693,160504,113331,3267,May,15890.23828,N
ANON3360,F,162805,48842,211647,30,55.5,UKM22,224602,258062,182216,5252,May,15506.49609,N
ANON3361,M,219180,53020,272200,24,48.58,UKK12,341913,448239,255095,8700,May,18320.59766,Y
ANON3362,F,41230,8070,49300,20,46.17,UKM38,64317,84318,47986,1636,May,16095.20703,N
ANON3363,M,40241,11159,51400,28,62.67,UKM22,52190,56140,44166,1277,February ,15506.49609,N
ANON3364,M,116564,32036,148600,27,63.17,UKH15,151176,162619,127934,3698,May,15890.23828,N
ANON3365,M,186513,55954,242467,30,60.42,UKH15,241895,260205,204705,5918,May,15890.23828,N
ANON3366,M,82527,8253,90780,10,41.5,UKL24,136835,191617,97944,3427,May,16262.98828,N
ANON3367,F,38849,10151,49000,26,61.75,UKH15,50385,54198,42638,1233,May,15890.23828,N
ANON3368,M,35215,9485,44700,27,49.08,UKH15,54934,72017,40985,1398,May,15890.23828,N
ANON3369,M,105179,23021,128200,22,46,UKH15,164075,215099,122414,4175,May,15890.23828,N
ANON3370,F,19970,5991,25961,30,53.42,UKH15,29301,35959,22792,715,May,15890.23828,N
ANON3371,M,11936,2264,14200,19,45.42,UKM36,18620,24410,13892,474,May,14616.55078,N
ANON3372,F,43227,12968,56195,30,54,UKH15,63425,77838,49336,1548,May,15890.23828,N
ANON3373,F,22300,2230,24530,10,40.5,UKK43,36975,51778,26466,926,May,17349.98828,N
ANON3374,M,242576,62724,305300,26,63,UKM38,314605,338419,266237,7696,May,16095.20703,N
ANON3375,F,46759,9341,56100,20,56.25,UKH15,64508,74118,52334,1509,May,15890.23828,N
ANON3376,M,39543,3954,43497,10,38.67,UKM34,69670,104206,47855,1719,May,14593.86719,N
ANON3377,F,21786,6536,28322,30,51.83,UKM38,31966,39229,24865,780,May,16095.20703,N
ANON3378,M,116812,28088,144900,24,47.08,UKM35,182222,238889,135953,4636,May,17252.75,N
ANON3379,M,205068,61520,266588,30,51.08,UKH15,300886,369260,234048,7342,May,15890.23828,N
ANON3380,M,116117,34835,150952,30,53.08,UKH15,170373,209088,132527,4157,May,15890.23828,N
ANON3381,M,40809,4081,44890,10,39.5,UKM36,71901,107542,49387,1774,May,14616.55078,N
ANON3382,F,25664,7699,33363,30,50.25,UKH15,37656,46212,29291,919,May,15890.23828,N
ANON3383,M,122090,24210,146300,20,45.17,UKM38,190456,249683,142096,4846,May,16095.20703,N
ANON3384,M,28457,7043,35500,25,48.17,UKM25,44392,58197,33120,1129,May,19768.77734,N
ANON3385,M,9694,2908,12602,30,55.58,UKM33,13374,15366,10850,313,May,14867.0625,Y
ANON3386,M,16887,1689,18576,10,38.58,UKM26,29753,44502,20437,734,May,15572.55469,N
ANON3387,M,170960,51288,222248,30,56.5,UKH15,235853,270989,191344,5515,May,15890.23828,N
ANON3388,M,161277,29423,190700,18,63.92,UKH15,209165,224998,177008,5117,May,15890.23828,N
ANON3389,M,162594,48778,211372,30,58.08,UKI71,224311,257728,181980,5245,May,21727.77734,Y
ANON3390,M,101904,26396,128300,26,50.17,UKH15,149519,183495,116305,3648,May,15890.23828,Y
ANON3391,M,33493,4607,38100,14,43.75,UKM27,55534,77767,39750,1391,May,18548.74219,N
ANON3392,M,92683,27805,120488,30,51.17,UKM23,135989,166891,105781,3318,May,18452.5,N
ANON3393,F,41932,7768,49700,19,45.75,UKH15,65412,85754,48803,1664,May,15890.23828,N
ANON3394,M,44659,5241,49900,12,54,UKH15,65526,80416,50970,1599,May,15890.23828,N
ANON3395,M,215302,62098,277400,29,62.75,UKJ37,279232,300369,236302,6831,May,19265.12109,N
ANON3397,M,22067,2207,24274,10,50.25,UKK12,32378,39735,25186,790,May,18320.59766,Y
ANON3398,M,46991,13809,60800,29,48.17,UKM38,73304,96100,54691,1865,May,16095.20703,N
ANON3399,F,14518,1452,15970,10,39.67,UKM35,25579,38259,17570,631,May,17252.75,Y
ANON3400,M,9476,2124,11600,22,48,UKH15,14782,19379,11029,376,February ,15890.23828,N
ANON3401,M,107329,15971,123300,15,44.58,UKM22,177958,249205,127380,4457,May,15506.49609,N
ANON3402,M,40471,12141,52612,30,52.83,UKH15,59381,72875,46190,1449,May,15890.23828,Y
ANON3403,F,45599,13680,59279,30,55.17,UKH15,62907,72279,51036,1471,May,15890.23828,N
ANON3404,M,114126,27874,142000,24,47.92,UKH15,178032,233396,132827,4530,May,15890.23828,N
ANON3405,M,34453,10336,44789,30,51.42,UKM26,50551,62038,39322,1234,May,15572.55469,Y
ANON3406,F,46121,13836,59957,30,56.83,UKH15,63628,73106,51620,1488,May,15890.23828,N
ANON3407,F,5294,529,5823,10,42.5,UKH15,8778,12292,6283,220,February ,15890.23828,N
ANON3408,M,59038,11662,70700,20,46.5,UKH15,92097,120737,68712,2343,May,15890.23828,N
ANON3409,M,214915,64475,279390,30,51,UKH15,315334,386991,245287,7695,May,15890.23828,N
ANON3410,M,51772,13928,65700,27,49.17,UKM24,80762,105878,60255,2055,May,17445.37891,N
ANON3411,M,34885,3489,38374,10,40,UKM36,57842,80999,41402,1449,May,14616.55078,N
ANON3412,F,141955,42587,184542,30,60.42,UKM38,184106,198042,155801,4504,May,16095.20703,N
ANON3413,M,196288,35912,232200,18,44.92,UKK12,325458,455756,232958,8152,May,18320.59766,N
ANON3414,F,21907,2191,24098,10,40.33,UKM35,36323,50865,26000,910,May,17252.75,N
ANON3415,M,177414,44486,221900,25,48.17,UKM35,276759,362825,206485,7042,May,17252.75,Y
ANON3416,M,82414,24386,106800,30,63.25,UKM22,106885,114976,90453,2615,May,15506.49609,N
ANON3417,M,48778,4878,53656,10,43,UKH15,80877,113256,57890,2026,May,15890.23828,N
ANON3418,,341853,102556,444409,30,63.67,UKH15,443360,476920,375197,10846,May,15890.23828,N
ANON3419,M,44903,7397,52300,16,60.42,UKH15,58236,62644,49283,1425,May,15890.23828,N
ANON3420,M,264338,79301,343639,30,52.92,UKH15,387850,475985,301694,9464,May,15890.23828,N
ANON3422,F,8615,862,9477,10,54.58,UKM26,12640,15513,9832,308,May,15572.55469,N
ANON3423,F,257833,77350,335183,30,53.33,UKH15,378306,464272,294270,9231,May,15890.23828,N
ANON3424,M,84948,8495,93443,10,42.58,UKH15,140849,197239,100818,3528,May,15890.23828,N
ANON3425,M,151044,24856,175900,16,61,UKH15,195894,210722,165777,4792,May,15890.23828,N
ANON3426,F,22610,2261,24871,10,46.5,UKM28,35271,46239,26315,897,May,15234.23828,N
ANON3427,M,121445,36434,157879,30,48.67,UKH15,189450,248364,141345,4820,May,15890.23828,N
ANON3429,M,34667,10400,45067,30,46.67,UKH15,54079,70897,40348,1376,February,15890.23828,N
ANON3430,M,99595,14905,114500,15,67.17,UKM50,121429,122299,107189,3296,May,19748.82813,N
ANON3431,M,56700,6000,62700,11,53.17,UKH15,83193,102098,64713,2030,May,15890.23828,N
ANON3432,M,88688,26606,115294,30,50.5,UKM34,130128,159698,101221,3175,May,14593.86719,N
ANON3433,M,33442,3344,36786,10,41.83,UKM26,55449,77648,39689,1389,May,15572.55469,N
ANON3434,M,241684,72505,314189,30,54.25,UKH15,354611,435193,275839,8653,May,15890.23828,N
ANON3435,M,104518,10452,114970,10,39.83,UKH15,184149,275432,126487,4543,May,15890.23828,N
ANON3436,M,48113,9487,57600,20,55.08,UKH15,66376,76264,53850,1552,May,15890.23828,N
ANON3438,M,73732,11768,85500,16,55.83,UKD12,101719,116873,82523,2379,May,17511.57031,Y
ANON3439,,37718,8482,46200,22,46.83,UKH15,58839,77136,43898,1497,February,15890.23828,N
ANON3440,F,89531,21569,111100,24,62.83,UKM38,116116,124905,98264,2841,May,16095.20703,Y
ANON3441,M,63654,14646,78300,23,47,UKH15,99298,130177,74084,2527,May,15890.23828,N
ANON3442,M,76116,22835,98951,30,56.67,UKM38,105008,120651,85191,2456,May,16095.20703,Y
ANON3443,M,23939,7182,31121,30,66.33,UKM26,29187,29396,25764,792,May,15572.55469,N
ANON3444,F,57030,16870,73900,30,60.25,UKM36,73964,79563,62593,1809,May,14616.55078,Y
ANON3445,M,48817,14645,63462,30,52.17,UKM28,71627,87903,55716,1748,May,15234.23828,N
ANON3446,M,104310,31293,135603,30,53.33,UKM22,153049,187828,119051,3735,May,15506.49609,N
ANON3447,M,139403,41821,181224,30,58.83,UKM36,192317,220968,156024,4497,May,14616.55078,N
ANON3448,M,134764,30936,165700,23,46,UKH15,210227,275602,156846,5349,May,15890.23828,Y
ANON3449,F,45943,13783,59726,30,64,UKM38,59585,64095,50424,1458,May,16095.20703,Y
ANON3450,M,206739,49361,256100,24,48.08,UKM38,322505,422796,240615,8206,May,16095.20703,N
ANON3451,F,60932,18280,79212,30,58.17,UKM38,84060,96583,68197,1966,May,16095.20703,N
ANON3452,M,25778,7733,33511,30,62.08,UKM38,33432,35963,28292,818,May,16095.20703,N
ANON3453,M,272074,81622,353696,30,60.75,UKM38,352862,379571,298612,8632,May,16095.20703,Y
ANON3454,F,5616,1685,7301,30,59.33,UKH15,7748,8902,6286,181,May,15890.23828,Y
ANON3455,F,17433,3467,20900,20,46,UKM38,27195,35652,20290,692,May,16095.20703,N
ANON3456,F,50205,13995,64200,28,50.33,UKM24,73663,90403,57300,1797,May,17445.37891,N
ANON3457,M,158180,33620,191800,21,47.25,UKM25,246755,323490,184099,6278,May,19768.77734,N
ANON3458,M,48510,4851,53361,10,41.67,UKM62,80433,112634,57572,2015,May,16394.25391,N
ANON3459,M,72203,19197,91400,27,48,UKM28,112634,147660,84034,2866,May,15234.23828,N
ANON3460,M,31903,3190,35093,10,39.17,UKM25,56210,84073,38609,1387,May,19768.77734,N
ANON3461,F,61745,6175,67920,10,43.42,UKM31,102377,143364,73280,2564,May,17751.28516,N
ANON3462,M,97117,19883,117000,20,45.67,UKH15,151499,198611,113031,3855,May,15890.23828,N
ANON3463,M,41154,5346,46500,13,63.42,UKM38,53374,57414,45168,1306,May,16095.20703,N
ANON3464,M,66322,6632,72954,10,47.42,UKJ37,103460,135633,77189,2632,May,19265.12109,N
ANON3465,M,208845,46255,255100,22,48.08,UKK21,325790,427103,243066,8289,May,17369.17969,N
ANON3466,F,13389,4017,17406,30,53.58,UKH15,19645,24109,15281,479,May,15890.23828,N
ANON3467,F,129697,38909,168606,30,61.58,UKM38,168208,180941,142347,4115,May,16095.20703,N
ANON3469,M,23005,5995,29000,26,45.08,UKM34,35887,47047,26775,913,May,14593.86719,N
ANON3470,F,45777,12823,58600,28,49.67,UKH15,71410,93617,53278,1817,May,15890.23828,N
ANON3471,M,426519,70081,496600,16,45.58,UKH15,665354,872263,496408,16929,May,15890.23828,N
ANON3472,M,213565,64070,277635,30,55.83,UKH15,294630,338522,239028,6890,May,15890.23828,N
ANON3473,M,88321,26496,114817,30,49,UKK15,137777,180623,102793,3506,May,18604.89844,N
ANON3474,M,251166,75350,326516,30,53.33,UKH15,368524,452267,286661,8992,May,15890.23828,N
ANON3475,M,167907,50372,218279,30,52.5,UKH15,246362,302345,191636,6012,May,15890.23828,N
